 Reference Number,  Created Date,"Consumer Address, City","Consumer Address, State Code",Company Name,"Company Phone, Area Code","Company Phone, Number","Company Phone, Extension",Complaint Info Initial Contact Method,Complaint Info Product Service Code
52235095,03/17/2014,Cherryville,NC,IRS,866,9965997,,Phone,2142|9043
52235291,03/17/2014,Antelope,CA,IRS,202,7512468,,Phone Call: Landline,9043
52238157,03/17/2014,Midland,TX,IRS,202,8034723,,Phone Call: Landline,9043
52238161,03/17/2014,,IL,IRS,,,,Phone Call: Landline,9043
52238192,03/17/2014,Boulder,CO,IRS,866,9785261,,Phone Call: Mobile/Cell,9043
52238314,03/17/2014,Shelton,WA,IRS,512,5471244,,Phone Call: Landline,9043
52238389,03/17/2014,Asborne,VA,IRS,347,5590378,,Phone Call: Landline,9043
52238497,03/17/2014,Stoughton,MA,IRS|FBI,202|,2396259|,|,Phone Call: Landline,9043
52238676,03/17/2014,,,internal revenue,,,,,9043
52238710,03/17/2014,Germantown,WI,IRS,202,2411965,,,9043
52238776,03/17/2014,,,IRS,206,6417014,,Phone Call: Landline,9043
52238858,03/17/2014,Houston,TX,IRS,585,6331792,,Phone Call: Landline,9043
52238870,03/17/2014,Lorton,VA,IRS,202,5069213,,Phone Call: Landline,9043
52241527,03/17/2014,Madison,WV,IRS,202,2397040,,Phone Call: Landline,9043
52241551,03/17/2014,Burke,VA,IRS,585,2509108,,Phone Call: Landline,9043
52241619,03/17/2014,Sylmar,CA,IRS,202,7548076,,Phone Call: Landline,9043
52241634,03/17/2014,Yorkville|Yorkville,NY|NY,IRS,286,4364779,,Phone Call: Landline,9043
52241726,03/17/2014,Hilo,HI,IRS,202,2410282,,Phone Call: Landline,9043
52241895,03/17/2014,Liverpool,NY,IRS,514,5471244,,Phone Call: Mobile/Cell,9043
52241938,03/17/2014,,,IRS,202,5343926,,,9043
52241968,03/17/2014,Eagar,AZ,IRS,202,7512536,,Phone Call: Mobile/Cell,9043
52241988,03/17/2014,Milton,FL,IRS,202,7512453,,Phone Call: Landline,9043
52247684,03/17/2014,Manteca,CA,IRS,,,,Phone Call: Landline,9043
52248070,03/18/2014,,HI,IRS,202,8034723,,Phone Call: Landline,9043
52248127,03/18/2014,Boynton Beach,FL,IRS,202,2416439,,,9043
52248245,03/18/2014,,,IRS,530,7102511,,Phone Call: Landline,9043
52248256,03/18/2014,St. Johns,FL,IRS,415,2510522,,Phone Call: Landline,9043
52248308,03/18/2014,Martinsville,IN,IRS,415,2510522,,Phone Call: Landline,9043
52248400,03/18/2014,,FL,IRS,415,2510522,,Phone Call: Landline,9043
52255330,03/17/2014,,,IRS,202,5069166,,Phone Call: Mobile/Cell,9043
52255497,03/18/2014,,,Criminal Investigator Department of IRS,202,2396356,,Phone,9043
52255500,03/18/2014,Leicester,NC,IRS,202,2411818,,Phone,9043
52255530,03/18/2014,Hopkinton,MA,IRS,979,7055130,,Phone Call: Landline,9043
52255532,03/18/2014,Rexford,NY,IRS,646,5701182,,Phone,9043
52255678,03/18/2014,Fort Lauderdale,FL,IRS,202,5069044,,Phone Call: Mobile/Cell,9043
52255821,03/18/2014,Tamarac,FL,IRS Tax Fraud,202,7512537,,,9043
52255828,03/18/2014,Conifer,CA,IRS,202,5069937,,Phone Call: Landline,9043
52255899,03/18/2014,Willingboro,NJ,IRS,206,4364774,,Phone Call: Mobile/Cell,9043
52256013,03/18/2014,Fort Walton Beach,FL,IRS,415,2510522,,Phone Call: Landline,9043
52256165,03/18/2014,Herndon|,VA|,IRS,347,3386022,,Phone Call: Landline,9043
52260711,03/18/2014,Tucson|Tucson,AZ|AZ,IRS,,,,Phone Call: Landline,9043
52260736,03/18/2014,Vestal,NY,IRS,347,5590378,,Phone Call: Landline,9043
52260780,03/18/2014,Plainview,NY,IRS,202,2411818,,Phone Call: Landline,9043
52260821,03/18/2014,Boston,MA,IRS,202,7512534,,Phone,9043
52260858,03/18/2014,Oak Hill,VA,IRS,202,8083733,,Phone,9043
52260946,03/18/2014,,,Investigation Bureau of the IRS,866,9785261,,Phone Call: Mobile/Cell,9043
52260977,03/18/2014,St  Nazienz,WI,IRS,310,4249610,,Phone Call: Landline,9043
52260978,03/18/2014,Waynesville,NC,IRS,202,2397025,,Phone Call: Landline,9043
52261108,03/18/2014,Brooklyn,NY,IRS,202,8083680,,Phone,9043
52261150,03/18/2014,,,IRS Tax Litigation Dept.,415,2516162,,,9043
52261260,03/18/2014,Downers Grove,IL,IRS,888,7051251,,Phone Call: Landline,9043
52261334,03/18/2014,Dearborn,MI,IRS,202,2411818,,Phone Call: Landline,9043
52261467,03/18/2014,Brooklyn,NY,IRS,816,4103768,,Phone,9043
52261476,03/18/2014,Salinas,CA,IRS,716,8102551,,Phone Call: Landline,9043
52261514,03/18/2014,Alexandria,VA,IRS,415,2517090,,Phone Call: Landline,9043
52261585,03/18/2014,San Francisco,CA,IRS Department,585,6331814,,Phone Call: Landline,9043
52261617,03/18/2014,MOOSUP,CT,IRS,202,5343926,,Phone Call: Landline,9043
52261643,03/18/2014,Canton,GA,IRS,415,2510522,,Phone Call: Mobile/Cell,9043
52264393,03/18/2014,Woolwich,NJ,IRS,206,4364774,,Phone Call: Landline,9043
52264441,03/18/2014,,,IRS,202,5069026,,,9043
52264444,03/18/2014,Tracy,CA,IRS,866,9785261,,Phone Call: Mobile/Cell,9043
52264528,03/18/2014,Mt Pleasant|Mt Pleasant,SC|SC,IRS,202,2413957,,Phone Call: Landline,9043
52264546,03/18/2014,Centerville|Centerville,MA|MA,IRS,202,2412787,,Phone Call: Landline,9043
52264552,03/18/2014,,,irs,202,2419653,,Phone Call: Landline,9043
52264610,03/18/2014,Las Cruces,NM,Internal Revenue Services,202,2419653,,Phone Call: Landline,9043
52264613,03/18/2014,River Edge,NJ,IRS,202,5069937,,Phone Call: Landline,9043
52264655,03/18/2014,Canton,GA,IRS,206,6417014,,Phone Call: Mobile/Cell,9043
52264764,03/18/2014,Erie,PA,IRS,202,7512536,,Phone Call: Landline,9043
52264842,03/18/2014,55347,,IRS,202,8083733,,Phone Call: Landline,9043
52264865,03/18/2014,,CA,IRS (phone scam),202,6004312,,Phone Call: Landline,9043
52269866,03/18/2014,,,IRS,202,2397025,,Phone Call: Landline,9043
52269872,03/18/2014,,,Claimed to be IRS,202,8034825,,,9043
52269943,03/18/2014,Cedar Bluff,AL,IRS,561,5944594,,Phone Call: Landline,9043
52270110,03/18/2014,,,IRS,415,2516162,,Mobile: Text/Email/IM,9043
52270136,03/18/2014,Brick,NJ,IRS,202,2397025,,Phone,9043
52270193,03/18/2014,La Crescenta,CA,IRS,202,2416439,,Phone Call: Landline,9043
52270207,03/18/2014,Santa Ana,CA,IRS,202,2413122,,Phone Call: Landline,9043
52270222,03/18/2014,,,irs (scam),202,8034723,,Phone Call: Landline,9043
52270350,03/18/2014,Hamelton,AL,IRS,202,5343926,,Phone Call: Landline,9043
52270418,03/18/2014,,,Claimed to be the IRS,202,5069166,,Phone Call: Landline,9043
52270430,03/18/2014,,,IRS,202,7512537,,Phone Call: Landline,9043
52270470,03/18/2014,,IN,IRS,917,4846469,,Phone Call: Landline,9043
52270573,03/19/2014,Westlake,OH,IRS,202,2397025,,Phone Call: Landline,9043
52270757,03/19/2014,Brooklyn,NY,IRS,206,5673255,,Phone,9043
52270825,03/19/2014,Cherryville,NC,IRS,202,7512536,,Phone,9043
52270840,03/19/2014,Irving,TX,Internal Revenue Service,866,9785261,,Phone Call: Landline,9043
52272544,03/18/2014,Charlotte,NC,IRS,321,3526893,,Phone Call: Landline,9043
52272553,03/18/2014,Swansboro,NC,IRS,415,2510522,,Phone Call: Mobile/Cell,9043
52272617,03/18/2014,"Thornwood,",NY,IRS,800,8291040,,Phone Call: Landline,9043
52272669,03/18/2014,Mellville,NY,IRS,609,2255310,,Phone Call: Landline,9043
52272688,03/18/2014,New Hyde Park,NY,IRS,716,2108028,,Phone Call: Landline,9043
52272872,03/18/2014,Atlanta,GA,Claimed to be IRS,202,2392742,,Phone Call: Landline,9043
52272919,03/18/2014,Enfield,NH,IRS,716,2108028,,Phone Call: Landline,9043
52272986,03/18/2014,Auburn,AL,Reported to be from IRS,202,2414597,,Phone Call: Landline,9043
52273008,03/19/2014,,,IRS|IRS2,415|415,2517090|3242056,|,Phone Call: Mobile/Cell,9043
52273070,03/19/2014,Jacksonville,FL,irs,,2025,,,9043
52273159,03/19/2014,Madison,WI,IRS,,,,Phone,9043
52273227,03/19/2014,Bronx,NY,IRS,866,4380230,,Phone Call: Landline,9043
52273259,03/19/2014,Apopka,FL,IRS,321,3526893,,Phone Call: Landline,9043
52273290,03/19/2014,New York|New York,NY|NY,IRS,585,4446507,,Phone Call: Landline,9043
52273296,03/19/2014,Lebanon,PA,Internal Revenue Service,202,8034825,,Phone Call: Mobile/Cell,9043
52273303,03/19/2014,Wooster,OH,IRS,415,2514089,,Phone Call: Landline,9043
52289174,03/19/2014,La Puente,CA,IRS,202,7512453,,Phone Call: Landline,9043
52289180,03/19/2014,Memphis,TN,IRS,202,8034723,,Phone Call: Landline,9043
52289244,03/19/2014,,,IRS Tax Audit,202,7512537,,Phone Call: Landline,9043
52289252,03/19/2014,Butler,PA,IRS,202,5069937,,Phone,9043
52289326,03/19/2014,,,IRS,202,5069026,,Phone,9043
52289330,03/19/2014,Downers Grove,IL,IRS Inspector Division,202,2410262,,Phone,9043
52289458,03/19/2014,,,IRS,585,6331792,,Phone Call: Landline,9043
52289546,03/19/2014,Citrus Springs,FL,IRS,408,4590971,,Phone,9043
52289568,03/19/2014,Bloomington,MN,IRS Agent,202,2398309,,Phone,9043
52289635,03/19/2014,Minooka,IL,IRS,202,5069213,,Phone Call: Landline,9043
52289758,03/19/2014,Joliet,IL,IRS Criminal Investigations,708,8738215,,In Person,9043
52289787,03/19/2014,,NY,irs,202,8034812,,Mobile: Text/Email/IM,9043
52289939,03/19/2014,Golden,CO,IRS,415,2510522,,Phone Call: Landline,9043
52289973,03/19/2014,Hendersonville,NC,IRS,202,2416439,,,9043
52290007,03/19/2014,Newbury Park,CA,IRS,415,2510522,,Phone,9043
52290035,03/19/2014,,,IRS Telephone Scam,347,7573488,,Phone Call: Landline,9043
52290043,03/19/2014,Sun City,AZ,IRS,619,7359013,,Phone Call: Landline,9043
52290128,03/19/2014,Tampa,FL,IRS,202,6003763,,Phone Call: Landline,9043
52290790,03/19/2014,,,IRS,202,2419630,,Phone Call: Mobile/Cell,9043
52290844,03/19/2014,San Antonio,TX,IRS|IRS second phone,866|202,9785261|7512532,|,Phone Call: Mobile/Cell,9043
52290890,03/19/2014,Oxford,MS,Internal Revenue Service,202,5069044,,Phone Call: Landline,9043
52290945,03/19/2014,Oxford,MS,Internal Revenue Service,202,5069044,,Phone,9043
52291049,03/19/2014,Lake Bluff,IL,Internal Revenue Service,202,5069044,,Phone Call: Landline,9043
52291146,03/19/2014,Wilmington|Wilmington,DE|DE,IRS,512,5471244,,Phone Call: Landline,9043
52291224,03/19/2014,Jacksonville,FL,IRS,866,9785261,,Phone Call: Mobile/Cell,9043
52291238,03/19/2014,Hoffman Estates,IL,IRS|US Customs Office,|,|,|,Phone Call: Landline,9043
52291341,03/19/2014,Doral|Doral,FL|FL,IRS,,,,Phone Call: Landline,9043
52291362,03/19/2014,Cooper City,FL,IRS,415,2510522,,Phone Call: Landline,9043
52291373,03/19/2014,Cortlandt Manor,NY,Internal Revenue Service IRS,202,7512537,191,Phone Call: Landline,9043
52291433,03/19/2014,,,IRS,850,8105348,,Phone Call: Landline,9043
52291526,03/19/2014,Wesley Chapel,FL,IRS,415,2510522,,Phone Call: Landline,9043
52291539,03/19/2014,Wethersfield,CT,irs ,415,2518049,,Phone Call: Mobile/Cell,9043
52291571,03/19/2014,Cantonment,FL,Internal Revenue Service IRS,415,2518504,,Phone Call: Landline,9043
52291602,03/19/2014,,PA,IRS,850,8105348,,Phone Call: Landline,9043
52291665,03/19/2014,Forth Walton Beack,FL,IRS,585,6331814,,Phone Call: Landline,9043
52291677,03/19/2014,,GA,IRS,202,5090693,,Phone Call: Landline,9043
52291685,03/19/2014,Hawthorne,CA,claimed to be from the IRS,585,6331792,,Phone Call: Landline,9043
52291696,03/19/2014,San Francisco,CA,IRS,904,7019868,,Phone,9043
52291761,03/19/2014,Danville,IN,IRS|Advance PC Protect,232|397,2241818|3177591,|,Phone Call: Landline,0350|9043
52297284,03/19/2014,Warrensburg,MO,IRS,800,8297650,,Phone Call: Landline,9043
52297320,03/19/2014,Honolulu|Honolulu,HI|HI,IRS,517,5086010,,Phone,9043
52297330,03/19/2014,Flushing,NY,IRS,530,7102511,,Phone Call: Landline,9043
52297435,03/19/2014,,,IRS,415,2517090,,Phone Call: Mobile/Cell,9043
52297439,03/19/2014,Plano,TX,IRS,120,2803472,,Phone Call: Mobile/Cell,9043
52297578,03/19/2014,,TN,IRS,,,,Phone Call: Landline,9043
52297624,03/19/2014,Arcadia|Arcadia,CA|CA,IRS,202,5069166,,Phone Call: Landline,9043
52297714,03/19/2014,Keneall Park,NJ,IRS,206,4364774,,Phone Call: Landline,9043
52297744,03/19/2014,,MD,IRS,415,2510522,,Phone Call: Landline,9043
52297777,03/19/2014,Rio Rancho,NM,IRS,202,7512464,,Phone Call: Landline,9043
52297813,03/19/2014,Spokane,WA,IRS Litigation,202,4172021,,Phone,9043
52297856,03/19/2014,Tombal,TX,IRS,866,9785261,,Phone Call: Landline,9043
52297944,03/19/2014,Los Angeles,CA,IRS,310,8688391,,Phone Call: Landline,9043
52297968,03/19/2014,,IL,IRS,,,,Phone Call: Mobile/Cell,9043
52298000,03/19/2014,Fontana,CA,IRS,866,9785261,,Phone Call: Mobile/Cell,9043
52298020,03/19/2014,Acton,MA,IRS,202,5069033,,Phone,9043
52298068,03/19/2014,San Jose,CA,IRS,202,6004312,,Phone Call: Mobile/Cell,9043
52298193,03/19/2014,,,IRS,202,7512478,,Phone Call: Landline,9043
52298264,03/19/2014,,,IRS,530,7102511,,Phone Call: Landline,9043
52298880,03/19/2014,Seattle,WA,IRS,866,9785261,,Phone Call: Mobile/Cell,9043
52298929,03/19/2014,Gladehill,VA,IRS,585,6331792,,Phone Call: Landline,9043
52298981,03/19/2014,,,IRS,707,5084533,,Phone Call: Landline,9043
52299149,03/19/2014,Burlington|Burlington,MA|MA,IRS,347,4165159,,Phone Call: Landline,9043
52299228,03/19/2014,Woodinville,WA,Internal Revenue Service,415,2513769,,Phone Call: Landline,9043
52299257,03/19/2014,Decatur,GA,IRS,716,2063218,,Phone,9043
52299299,03/19/2014,|,|,IRS,415,2516183,,Phone,9043
52299315,03/19/2014,Lafayette,LA,IRS,202,2807447,,Phone Call: Landline,9043
52299393,03/19/2014,Fountain Valley,CA,Internal Revenue Service,,,,Phone Call: Landline,9043
52299426,03/19/2014,San Diego,CA,Claimed to be IRS,585,6331792,,,9043
52299618,03/19/2014,Rockville,MD,IRS,206,4614821,,Phone Call: Landline,9043
52299625,03/19/2014,Long Island City,NY,IRS,202,5069026,,Phone Call: Landline,9043
52299637,03/19/2014,Euless|Euless,TX|TX,IRS,,,,Phone Call: Landline,9043
52299667,03/19/2014,Boise,ID,Tax Audit Dept - IRS,888,7051251,,Phone Call: Landline,9043
52299698,03/19/2014,,,IRS,,,,Phone Call: Landline,9043
52299730,03/19/2014,Hillside,NJ,IRS,202,2411305,,Phone Call: Landline,9043
52299829,03/19/2014,Lakeville,MN,Internal Revenue Services,347,5015184,,Phone Call: Landline,9043
52304935,03/19/2014,Pittsburgh,PA,IRS,,,,Phone Call: Landline,9043
52304949,03/20/2014,Richland,WA,IRS,,,,,9043
52305101,03/20/2014,Mukilteo,WA,IRS,866,9785261,,Phone Call: Landline,9043
52305109,03/20/2014,Cuyahoga Falls,OH,IRS,786,4688649,,Phone Call: Mobile/Cell,9043
52305228,03/20/2014,Pleasant Hill,MO,Implied IRS,,,,Phone Call: Landline,9043
52305459,03/20/2014,Carrollton,TX,says he is IRS,415,2517090,,Phone Call: Mobile/Cell,9043
52305485,03/20/2014,Sidman,PA,IRS,,,,Phone,9043
52305520,03/20/2014,Murray,KY,IRS,876,8759781,,Phone Call: Landline,9043
52305566,03/20/2014,,,Posed as IRS,,,,Phone Call: Landline,9043
52305792,03/20/2014,Bellflower,CA,IRS,206,6417014,,Phone Call: Landline,9043
52305828,03/20/2014,Schriever,LA,IRS,202,7512453,,Phone Call: Landline,9043
52305835,03/20/2014,Bainbridge,GA,IRS,518,4446505,,Phone Call: Landline,9043
52305883,03/20/2014,Middleburg,FL,IRS,415,2516162,,,9043
52305891,03/20/2014,Bruce Township,MI,IRS,866,9785261,,Phone,9043
52305899,03/20/2014,Andover,MA,IRS,800,8297650,,Phone Call: Landline,9043
52307297,03/20/2014,Aurora,CO,scam irs,202,2807675,,Phone Call: Mobile/Cell,9043
52307439,03/20/2014,Bridgeview,IL,IRS,202,2416439,,Phone Call: Landline,9043
52307449,03/20/2014,Burlington,WI,irs,530,7102511,,Phone Call: Landline,9043
52307511,03/20/2014,Wilmington,NC,IRS,202,6097036,,Phone Call: Landline,9043
52307525,03/20/2014,Rockfield,MD,IRS,202,5069044,,Phone Call: Landline,9043
52307574,03/20/2014,Miami,FL,IRS,202,2343926,,Phone Call: Landline,9043
52307623,03/20/2014,,GA,IRS,585,6331792,,,9043
52307630,03/20/2014,Cornelius,NC,IRS,415,2516162,,Phone Call: Landline,9043
52307713,03/20/2014,,IN,IRS,585,6331792,,,9043
52307719,03/20/2014,Orlando,FL,California District Court IRS,415,2518504,,Phone Call: Landline,9043
52307727,03/20/2014,Mary Esther,FL,IRS,415,2510522,,Phone Call: Landline,9043
52307815,03/20/2014,St Johns,FL,IRS,415,2510522,,Phone Call: Landline,9043
52307896,03/20/2014,Fayetteville|Fayetteville,GA|GA,IRS,585,2838941,,Phone Call: Landline,9043
52308001,03/20/2014,Central Square|,NY|,IRS,323,2304538,,Phone Call: Landline,9043
52308043,03/20/2014,Redwood City,CA,IRS,818,6279262,,Phone Call: Landline,9043
52308065,03/20/2014,Whitehall|Whitehall,PA|,IRS,202,8083680,,Phone Call: Landline,9043
52308084,03/20/2014,,,IRS INvestigative department,585,4446507,,Phone Call: Landline,9043
52308092,03/20/2014,Queens,NY,IRS,202,2414978,,Phone Call: Landline,9043
52308120,03/20/2014,Philadelphia,PA,IRS,415,2510522,,Phone,9043
52308155,03/20/2014,,,IRS,202,4077217,,Phone Call: Landline,9043
52317693,03/20/2014,Glendora,CA,IRS,206,6417014,,Phone Call: Mobile/Cell,9043
52317721,03/20/2014,Granada Hills,CA,Internal Revenue Service,202,6225000,,Phone Call: Landline,9043
52317812,03/20/2014,Lancaster,OH,IRS,740,5369968,,Phone Call: Landline,9043
52317816,03/20/2014,Tampa,FL,IRS Telephone Scam,202,5069937,,Phone Call: Landline,9043
52317843,03/20/2014,Frankfort,IL,IRS,212,8459778,,Phone,9043
52317901,03/20/2014,Marina Del Ray|Marina Del Ray,CA|,IRS,415,2510522,,Phone Call: Landline,9043
52317926,03/20/2014,Pleasant Prairie,WI,IRS,800,8297650,,Phone,9043
52317929,03/20/2014,Sugar Land,TX,IRS,202,2413122,,Phone,9043
52317974,03/20/2014,Howelll,NJ,IRS,202,6004312,,Phone Call: Landline,9043
52318007,03/20/2014,West Minister,MD,IRS,716,2063218,,Phone Call: Landline,9043
52318024,03/20/2014,Johns Creek,GA,Pretending to be IRS,202,2416439,,Phone Call: Landline,9043
52318099,03/20/2014,Traverse City,MI,IRS,323,2304537,,Phone Call: Landline,9043
52318250,03/20/2014,Miami,FL,IRS,347,3386022,,Phone Call: Landline,9043
52318309,03/20/2014,Des Moines|Des Moines,IA|IA,IRS,206,6417014,,Phone,9043
52318331,03/20/2014,,,INTERNAL REVENUE SERVICES COLLECTION DEPARTMENT,206,4364819,,Phone Call: Landline,9043
52318344,03/20/2014,Port Washington,WI,IRS,202,2396352,,Phone Call: Landline,9043
52318423,03/20/2014,San Francisco,CA,IRS,,,,Phone,9043
52318560,03/20/2014,Astoria,NY,IRS,916,4769639,,Phone Call: Landline,9043
52318635,03/20/2014,Matthews,NC,IRS,585,2838941,,Phone Call: Mobile/Cell,9043
52318661,03/20/2014,,IL,IRS,866,2481428,,Phone Call: Landline,9043
52319420,03/20/2014,,,IRS Criminal Investigations,315,5076132,,Phone Call: Landline,9043
52319431,03/20/2014,Leon,WV,IRS,415,2517090,,Phone,9043
52319477,03/20/2014,Charleston,WV,IRS,415,2517090,,Phone,9043
52319613,03/20/2014,Algonquin,IL,IRS,202,5069044,,Phone Call: Landline,9043
52319639,03/20/2014,,IN,IRS,585,6331792,,Phone Call: Landline,9043
52319653,03/20/2014,Tallahassee,FL,IRS,415,2518504,,Phone Call: Landline,9043
52319695,03/20/2014,,VT,IRS,202,7512538,,Phone Call: Landline,9043
52319771,03/20/2014,Pleasant Praire,WI,IRS,716,2063218,,Phone Call: Mobile/Cell,9043
52319806,03/20/2014,Chantilly|Chantilly,VA|VA,IRS,202,2412126,,Phone,9043
52319858,03/20/2014,Desert Hot Springs|,CA|,IRS,,,,Phone Call: Landline,9043
52319869,03/20/2014,,,Internal Revenue Service,323,2304538,,Phone Call: Landline,9043
52319952,03/20/2014,Miami,FL,IRS,415,2516162,,Phone Call: Mobile/Cell,9043
52319978,03/20/2014,Sunrise,FL,IRS,585,2838941,,Phone Call: Landline,9043
52319998,03/20/2014,Norwalk,CA,IRS,585,4446507,,Phone Call: Landline,9043
52320022,03/20/2014,Surprise,AZ,IRS,917,4846469,,Phone Call: Landline,9043
52320027,03/20/2014,Bensalem,PA,IRS,206,4364774,,Phone Call: Landline,9043
52320114,03/20/2014,,,IRS,415,2516162,,Phone Call: Landline,9043
52320189,03/20/2014,Tustin,CA,irs,347,4180473,,Phone Call: Landline,9043
52320190,03/20/2014,Vancouver,WA,false IRS,530,8766477,,,9043
52320219,03/20/2014,Wylie,TX,IRS,415,2517090,,Phone Call: Mobile/Cell,9043
52320222,03/20/2014,,,IRS,979,7055130,,Phone Call: Landline,9043
52320318,03/20/2014,,,IRS,585,6973555,,Phone Call: Mobile/Cell,9043
52320332,03/20/2014,Houston,TX,IRS,202,5090693,,Phone Call: Landline,9043
52320337,03/20/2014,,,IRS (scam),415,2510522,,Phone Call: Mobile/Cell,9043
52320345,03/20/2014,Santa Cruz,CA,IRS,818,6279262,,Phone Call: Landline,9000|9043
52320375,03/20/2014,Paxinos|Paxinos,PA|PA,IRS,585,2509108,,Phone Call: Landline,9043
52326810,03/20/2014,Bowie,MD,IRS,323,2304537,,Phone Call: Landline,9043
52326890,03/20/2014,Hilo,HI,Internal Revenue Service,585,6331792,,Phone Call: Landline,9043
52326896,03/20/2014,Herendon,VA,IRS,585,2838485,,Phone Call: Landline,9043
52327056,03/21/2014,,,IRS,,,,Mobile: Text/Email/IM,9043
52327057,03/21/2014,Baldwin,MD,IRS,206,5672459,,Phone Call: Landline,9043
52327075,03/21/2014,,,Internal Revenue Service,202,5069044,,Phone Call: Landline,9043
52327126,03/21/2014,Arlington,VA,Internal Revenue Service,202,5069044,,Phone Call: Landline,9043
52327132,03/21/2014,West Alexandria,OH,IRS,979,7055130,,Phone Call: Landline,9043
52327212,03/21/2014,,,IRS,,,,,9043
52327221,03/21/2014,Cicero,NY,IRS,559,8365616,,Phone Call: Landline,9043
52327225,03/21/2014,Lewisville|Lewisville,TX|TX,IRS,201,2037843,,Phone Call: Landline,9043
52327250,03/21/2014,Oviedo,FL,IRS,,,,Internet/E-mail,9043
52327268,03/21/2014,Railey,NC,IRS,267,2335750,,Phone Call: Landline,9043
52327299,03/21/2014,Laurel,MD,IRS,202,2418441,,Phone Call: Mobile/Cell,9043
52327326,03/21/2014,Fort Collins,CO,IRS,800,8297650,,Phone Call: Landline,9043
52327329,03/21/2014,Michawaka,IN,IRS,202,5069044,,Phone,9043
52327384,03/21/2014,Seaford,NY,IRS,866,2481428,,Phone Call: Landline,9043
52327410,03/21/2014,Phoenix,NY,IRS,,,,Phone Call: Landline,9043
52327447,03/21/2014,New York,NY,IRS,585,2838485,,Phone Call: Landline,9043
52327493,03/21/2014,,TX,"Scam - ""IRS""",585,2838941,,Phone Call: Landline,9043
52327513,03/21/2014,Lake Worth,FL,IRS,202,5061213,,Phone Call: Landline,9043
52327649,03/21/2014,Orlando|Orlando,FL|FL,IRS,855,8960026,,Phone Call: Landline,9043
52327688,03/21/2014,S Barrington,IL,IRS,866,9786544,,Phone Call: Landline,9043
52327706,03/21/2014,Jackson,MS,IRS,800,8297650,,Phone Call: Landline,9043
52327740,03/21/2014,Coto De Caza,CA,Claimed IRS,585,4446507,,Phone Call: Landline,9043
52327759,03/21/2014,,,Claimed to be IRS,,,,Phone Call: Landline,9043
52328658,03/20/2014,,,IRS,202,2414151,,Phone Call: Landline,9043
52328685,03/20/2014,,,Internal Revenue Service,202,7512538,,Phone Call: Landline,9043
52328700,03/20/2014,,CA,IRS,866,3387767,,,9043
52328703,03/20/2014,Los Angeles,CA,IRS,585,6331792,,Phone Call: Landline,9043
52328711,03/20/2014,,IL,irs (stated when i rang them back the second time),415,2518504,,Phone Call: Landline,9043
52328735,03/20/2014,,IN,IRS,202,7512536,,Phone Call: Mobile/Cell,9043
52328766,03/20/2014,Huntington beach,CA,IRS,206,4364774,,Phone Call: Landline,9043
52328773,03/20/2014,Las Vegas,NV,IRS,202,2392742,,Phone Call: Landline,9043
52328915,03/21/2014,Anaheim,CA,Claimed to be IRS,202,7512454,,Phone Call: Landline,9043
52328929,03/21/2014,Porter Ranch,CA,"Division of Criminal Investigation, IRS",202,2413957,,Phone Call: Landline,9043
52328955,03/21/2014,Fleming Island,FL,IRS,585,4446507,,Phone Call: Landline,9043
52328968,03/21/2014,Wellesley,MA,Internal Revenue Serive,202,5069937,,Phone Call: Landline,9043
52328977,03/21/2014,,NC,IRS,415,2517090,,Phone Call: Landline,9043
52329000,03/21/2014,Chapel Hill,NC,IRS,202,5069166,,Phone Call: Landline,9043
52329005,03/21/2014,Wilmington,DE,IRS Grant Dept,202,4079711,,Phone,9043
52329007,03/21/2014,,,IRS,,,,Phone Call: Landline,9043
52329011,03/21/2014,Rochester|Rochester,NY|NY,IRS,585,6331792,,Phone Call: Landline,9043
52329035,03/21/2014,Woodhaven|Woodhaven,NY|NY,IRS,866,9786807,,Phone Call: Landline,9043
52329054,03/21/2014,North Ridgeville,OH,IRS,202,8034801,,Phone Call: Landline,9043
52329063,03/21/2014,Houston,TX,IRS,202,7512464,,Phone,9043
52329079,03/21/2014,San Antonio,TX,IRS,631,7078965,,Phone Call: Landline,9043
52329158,03/21/2014,Laurel,MD,Internal Revenue Services,202,5069937,,Phone Call: Landline,9043
52329170,03/21/2014,Ashley,PA,IRS,,,,Phone Call: Landline,9043
52329203,03/21/2014,Encino,CA,IRS,415,2514089,,Phone,9043
52329280,03/21/2014,Seaford,NY,IRS,866,2481428,,Phone Call: Landline,9043
52329301,03/21/2014,,,IRS,716,2427163,,Phone Call: Landline,9043
52329370,03/21/2014,New Paltz,NY,IRS,716,2063218,,Phone Call: Landline,9043
52329425,03/21/2014,Washington,DC,IRS,202,7512534,,Phone Call: Landline,9043
52329438,03/21/2014,,,IRS,202,7512479,,Phone Call: Landline,9043
52329506,03/21/2014,South Charleston,WV,IRS,585,6335395,,Phone,9043
52329590,03/21/2014,Scottsdale,AZ,IRS Legal Dept,,,,Phone Call: Landline,9043
52341513,03/21/2014,Aldie,VA,IRS Department,202,6004694,,Phone Call: Landline,9043
52341544,03/21/2014,,,IRS,,,,,9043
52341550,03/21/2014,Norpark,CA,IRS,866,3409770,,Phone Call: Landline,9043
52341587,03/21/2014,,,"""Internal Revenue Service""",415,2519114,,,9043
52341611,03/21/2014,Burbank,VT,IRS,866,3409770,,Phone Call: Mobile/Cell,9043
