 Reference Number,  Created Date,"Consumer Address, City","Consumer Address, State Code",Company Name,"Company Phone, Area Code","Company Phone, Number",Complaint Info Initial Contact Method,Complaint Info Product Service Code
53969547,06/05/2014,Palo Alt0,CA,IRS,202,5069395,Phone Call: Landline,9043
53969551,06/05/2014,Pelham,NY,Internal Revenue Service,415,2511037,Phone Call: Landline,9043
53969556,06/05/2014,Stoughton,MA,irs,904,2903381,Phone Call: Landline,9043
53969569,06/05/2014,Wettington,NC,IRS,888,2011689,Phone Call: Landline,9043
53969571,06/05/2014,New Milford,NJ,IRS,,2255555,Phone Call: Landline,9043
53969572,06/05/2014,Camden,SC,IRS,888,2011689,Phone,9043
53969582,06/05/2014,,,IRS,415,2511037,Phone Call: Landline,9043
53969587,06/05/2014,|,|,IRS,904,2903381,Phone Call: Landline,9043
53969589,06/05/2014,San Diego,CA,IRS Criminal Investigation Unit,908,3724254,Phone Call: Landline,9043
53969603,06/05/2014,Aurora,CO,"""IRS (Internal Revenue Service)""",,,Phone Call: Landline,9043
53969658,06/05/2014,,MD,IRS scam,202,2390605,Phone Call: Landline,9043
53969669,06/05/2014,Tracy,CA,IRS,202,2396520,Phone,9043
53969689,06/05/2014,Monroe Township|Monroe Township,NJ|NJ,IRS,415,2511037,Phone Call: Landline,9043
53969742,06/05/2014,Greenwich,CT,IRS,202,2412019,,9043
53969763,06/05/2014,Bay Shore,NY,IRS,888,2011689,Phone,9043
53969780,06/05/2014,Alpine,UT,IRS,888,3709574,Phone Call: Landline,9043
53969790,06/05/2014,York,SC,IRS,202,5068969,Phone,9043
53969830,06/05/2014,Centennial,CO,IRS Tax Fraud Unit|Buffalo Police Department,571|716,2091416|2427160,Phone Call: Mobile/Cell,9043
53969855,06/05/2014,Casper,WY,IRS,202,5068501,Phone Call: Landline,9043
53969856,06/05/2014,,,Claiming to be from the IRS,202,5069364,Phone Call: Landline,9043
53969861,06/05/2014,Virginia Beach,VA,IRS,202,3809013,,9043
53972121,06/05/2014,Elmhurst,NY,IRS,202,2411435,Phone Call: Landline,9043
53972164,06/05/2014,Victorville,CA,IRS,202,5069084,Phone Call: Landline,9043
53972237,06/05/2014,Kaneohe,HI,IRS,415,2519738,Phone,9043
53972240,06/05/2014,Littleton,CO,IRS,202,5068435,Phone Call: Landline,9043
53972290,06/05/2014,Burlington,NJ,IRS,,,,9043
53972300,06/05/2014,Las Vegas,NV,IRS,888,3709574,Phone Call: Landline,9043
53972308,06/05/2014,St Louis,MO,IRS,202,8641041,Phone Call: Landline,9043
53972311,06/05/2014,Rochester,NY,IRS,253,6173962,Phone,9043
53972318,06/05/2014,,,Crime Investigation Unit of IRS,202,8641255,,9043
53972341,06/05/2014,Springfield,VA,IRS,415,2511037,Phone Call: Landline,9043
53972355,06/05/2014,Urbana,IL,IRS,800,9821278,Phone Call: Mobile/Cell,9043
53972401,06/05/2014,Fremont,CA,IRS,904,3903381,Phone Call: Mobile/Cell,9043
53972433,06/05/2014,Albuquerque,NM,IRS,202,5069240,Phone,9043
53972447,06/05/2014,Frankford,IL,IRS,202,5069395,Phone Call: Landline,9043
53972455,06/05/2014,Dunn Loring,VA,IRS,202,5068583,Phone Call: Landline,9043
53972460,06/05/2014,Pocatello,ID,IRS,877,3953878,Phone,9043
53972504,06/05/2014,Rockville,MD,IRS,202,2392614,Phone,9043
53972515,06/05/2014,Oceanside,NY,IRS,253,2164397,Phone Call: Landline,9043
53972528,06/05/2014,Matthews,NC,IRS,202,6979018,Phone Call: Mobile/Cell,9043
53972534,06/05/2014,,MA,IRS,415,2519150,Phone Call: Landline,9043
53972542,06/05/2014,,,IRS,888,2011689,Phone Call: Landline,9043
53972558,06/05/2014,Springfield,TN,IRS,415,2514089,Phone Call: Landline,9043
53972582,06/05/2014,Middletown,NJ,IRS|IRS 2,202|202,2418339|2414007,Phone Call: Landline,9043
53972585,06/05/2014,Washington,DC,IRS,,,Phone Call: Landline,9043
53972587,06/05/2014,Los Angles,CA,IRS,585,6331814,Phone Call: Landline,9043
53972598,06/05/2014,Seattle,WA,IRS,888,3698976,Phone Call: Landline,9043
53972624,06/05/2014,Tacoma,WA,IRS,202,5069142,Phone Call: Landline,9043
53972641,06/05/2014,Cleveland,OH,IRS,216,5222509,In Person,9043
53972650,06/05/2014,|,|,IRS,,,Phone Call: Landline,9043
53972657,06/05/2014,Bakersfield,CA,IRS,202,2230880,Phone Call: Landline,9043
53972674,06/05/2014,,NJ,IRS,,,Phone Call: Landline,9043
53972682,06/05/2014,,MA,IRS,,,Phone Call: Landline,9043
53972683,06/05/2014,Falls Church,VA,IRS,202,2414007,Phone Call: Mobile/Cell,9043
53972689,06/05/2014,,NY,Internal Revenue Service (claimed to be),415,2519150,Phone Call: Landline,9043
53972724,06/05/2014,Franklin,MA,IRS,202,2411375,Phone Call: Landline,9043
53972762,06/05/2014,New York,NY,IRS,202,2411375,Phone Call: Landline,9043
53972795,06/05/2014,Houston,TX,"""IRS""",,,Phone Call: Mobile/Cell,9043
53972796,06/05/2014,Kirkland,WA,Internal Revenue Service,884,2854939,Phone Call: Mobile/Cell,9043
53972840,06/06/2014,Glen Burnie,MD,IRS,202,5069340,Phone Call: Landline,9043
53972873,06/06/2014,Midlothian,VA,IRS,202,5068062,Phone,9043
53972888,06/06/2014,Charlotte,NC,IRS,800,2011689,Phone,9043
53972907,06/06/2014,Wharton,NJ,IRS,888,2011689,Phone Call: Landline,9043
53972908,06/06/2014,Mill Valley,CA,IRS,,,Phone Call: Landline,9043
53972912,06/06/2014,Sewaren,NJ,IRS,202,7548157,Phone Call: Mobile/Cell,9043
53972942,06/06/2014,Winter Haven|Winter Haven,FL|,IRS,202,2410779,Phone Call: Landline,9043
53972943,06/06/2014,Milwaukee,WI,IRS,202,7512560,Phone Call: Landline,9043
53972973,06/06/2014,Scottsdale,AZ,Internal Revenue Service (IRS),202,8641041,Phone Call: Landline,9043
53972978,06/06/2014,,,Internal Revenue Service (IRS),202,2418339,,9043
53972989,06/06/2014,Hawthorn Woods,IL,IRS,866,2673298,Phone Call: Landline,9043
53972992,06/06/2014,Summerville,SC,IRS|Nicholas Tournillon,202|,5090671|,Phone Call: Landline,9043
53973004,06/06/2014,North Lauderdale,FL,IRS,202,5069142,Phone Call: Landline,9043
53973013,06/06/2014,Sunrise,FL,IRS,305,9747053,Phone Call: Landline,9043
53973049,06/06/2014,,,IRS,585,6333780,Phone Call: Landline,9043
53973077,06/06/2014,Rockland,MA,IRS,202,8641221,Phone Call: Landline,9043
53973082,06/06/2014,,,IRS,202,8641041,Phone Call: Landline,9043
53978270,06/05/2014,Summerville,SC,IRS,202,5068969,Phone Call: Mobile/Cell,9043
53978303,06/05/2014,Bakersfield,CA,IRS,888,3709574,Phone Call: Landline,9043
53978305,06/05/2014,Austin,TX,IRS,202,2807813,Phone Call: Landline,9043
53978306,06/05/2014,Pella,IA,IRS|Not Provided,415|415,2511037|2511037,Phone Call: Landline,9043
53978316,06/05/2014,,UT,IRS,,,,9043
53978353,06/05/2014,Mesa,AZ,IRS,800,9290975,Phone Call: Landline,9043
53978379,06/05/2014,Napperville,IL,IRS,415,2514089,Phone Call: Landline,9043
53978403,06/05/2014,Dephew|,NY|,IRS,202,2411375,Phone Call: Landline,9043
53978410,06/05/2014,San Jose,CA,IRS,888,3709574,Phone Call: Landline,9043
53978413,06/05/2014,Port Richie,FL,IRS,202,7631131,Phone Call: Mobile/Cell,9043
53978425,06/05/2014,Winchester,NH,IRS Tax Crime Division,202,2411435,Phone Call: Landline,9043
53978429,06/05/2014,Alexandria,VA,Internal Revenue Service,202,5065801,Phone Call: Landline,9043
53978470,06/05/2014,Glendale,AZ,IRS,202,5069142,Phone Call: Landline,9043
53978476,06/05/2014,,,IRS Internal Revenue Service,,,Phone Call: Landline,9043
53978496,06/05/2014,Burke,VA,Internal Revenue Service,,,Phone Call: Landline,9043
53978503,06/05/2014,Thornton,CO,Internal Revenue Service,253,6173962,Phone Call: Mobile/Cell,9043
53978519,06/05/2014,Waukesha,WI,Internal Revenue Service,202,7548571,Phone Call: Landline,9043
53978601,06/06/2014,Falls Church,VA,IRS,585,6333780,Phone Call: Landline,9043
53978623,06/06/2014,Howe,NJ,IRS,202,2414007,Phone,9043
53978625,06/06/2014,East Northport,NY,IRS,202,2414007,Phone Call: Landline,9043
53978665,06/06/2014,,,IRS officer,,,Phone Call: Mobile/Cell,9043
53978709,06/06/2014,,,IRS,,,Phone Call: Mobile/Cell,9043
53978739,06/06/2014,,,IRS Agent,888,3709574,Phone,9043
53978751,06/06/2014,Herndon,VA,IRS,202,5069461,Phone Call: Landline,9043
53978782,06/06/2014,Hanover Township,PA,IRS,202,2414007,Phone Call: Landline,9043
53978805,06/06/2014,,VA,IRS Telephone Scam,,,,9043
53978871,06/06/2014,Orlando,FL,IRS,202,5069461,Phone,9043
53978875,06/06/2014,Merion Station,PA,IRS,415,2511037,Phone Call: Landline,9043
53978894,06/06/2014,Goodyear,AZ,IRS,347,5312565,Phone Call: Mobile/Cell,9043
53978931,06/06/2014,Duluth,MN,IRS,202,5069386,Phone,9043
53978933,06/06/2014,Stone Mountain,GA,IRS,202,5069142,Phone,9043
53978935,06/06/2014,Garden Grove,CA,IRS,888,2011689,Phone Call: Landline,9043
53978943,06/06/2014,Louisville,KY,Claimed to be IRS,585,6333780,Phone Call: Landline,9043
53978972,06/06/2014,,,irs,,,Phone Call: Mobile/Cell,9043
53978976,06/06/2014,Harrisburg|Harrisburg,NC|NC,IRS,888,2011689,Phone,9043
53978978,06/06/2014,,,IRS,888,2011689,Phone Call: Landline,9043
53978986,06/06/2014,|,|,IRS,,,Phone Call: Landline,9043
53978998,06/06/2014,Chicago,IL,IRS,415,2511037,Phone Call: Landline,9043
53979041,06/06/2014,Beaverton,OR,IRS,202,5068599,Phone Call: Landline,9043
53979056,06/06/2014,,CA,IRS,202,8641255,Phone Call: Landline,9043
53979073,06/06/2014,Sun City,AZ,IRS,904,2903381,Phone,9043
53979081,06/06/2014,Surf City,NJ,IRS,888,2011689,Phone,9043
53979082,06/06/2014,,,represented the IRS,202,5069364,Phone Call: Landline,9043
53979112,06/06/2014,,,IRS,202,8641255,Phone Call: Landline,9043
53979123,06/06/2014,Phoenix,AZ,IRS,415,2519150,Phone,9043
53979190,06/06/2014,Macon,GA,IRS,585,6333780,Phone Call: Landline,9043
53979196,06/06/2014,Moyie Springs,ID,IRS,415,2511057,Phone Call: Landline,9043
53979197,06/06/2014,Placitas,NM,IRS,888,3709574,Phone Call: Landline,9043
53979203,06/06/2014,Abeline,TX,IRS,202,2411435,Wireless,9043
53996276,06/06/2014,Jamaica Plains,MA,IRS,888,3709574,Phone,9043
53996282,06/06/2014,Williamstown,NJ,IRS,310,7424166,Phone Call: Landline,9043
53996283,06/06/2014,Long Island,NY,IRS,585,6331814,Phone,9043
53996285,06/06/2014,Albuquerque,NM,IRS,202,5068501,Phone Call: Landline,9043
53996297,06/06/2014,Verona,NY,IRS,202,2411375,Phone Call: Landline,9043
53996308,06/06/2014,Lewes,DE,Internal Revenue Service,202,5069230,Phone Call: Landline,9043
53996324,06/06/2014,,,IRS PHONE SCAM,904,2903381,Phone Call: Landline,9043
53996370,06/06/2014,,,They said they were calling about an IRS issue,,,Phone Call: Landline,9043
53996379,06/06/2014,,,IRS,202,2418339,Phone Call: Landline,9043
53996384,06/06/2014,Prairie Du Chien,WI,IRS,608,7137792,Phone Call: Mobile/Cell,9043
53996396,06/06/2014,Amarillo,TX,IRS,202,2410779,Phone Call: Landline,9043
53996435,06/06/2014,,CA,IRS,,,Phone Call: Landline,9043
53996465,06/06/2014,,VA,IRS,202,2392614,Phone Call: Landline,9043
53996472,06/06/2014,Norwalk,CT,IRS,202,6008683,Phone Call: Mobile/Cell,9043
53996485,06/06/2014,Amarillo|Amarillo,TX|TX,IRS,202,2410779,Phone Call: Landline,9043
53996525,06/06/2014,Bay Point,CA,IRS,202,2395139,Phone Call: Landline,9043
53996528,06/06/2014,Canyon Country,CA,CLAIMED TO BE AN IRS AGENT,,,Phone Call: Mobile/Cell,9043
53996551,06/06/2014,Yorba Linda,CA,IRS,202,2807234,Phone,9043
53996582,06/06/2014,Pensecola,FL,IRS,888,2011689,Phone Call: Landline,9043
53996593,06/06/2014,Vallejo,CA,IRS,,,Phone,9043
53996597,06/06/2014,,,IRS (Internal Rev Svc),646,3961404,,9043
53996606,06/06/2014,Edmonds,WA,IRS,253,6173962,Phone Call: Landline,9043
53996638,06/06/2014,Peoria,IL,IRS,888,3709587,Phone Call: Landline,9043
53996693,06/06/2014,Almo,KY,IRS,800,2939691,Phone Call: Landline,9043
53996719,06/06/2014,New York,NY,IRS,347,5590378,Phone Call: Landline,9043
53996720,06/06/2014,Indianapolis,IN,IRS,415,2519150,Phone Call: Landline,9043
53996740,06/06/2014,Rockaway,NJ,Criminal unit investigation of the IRS,202,8641255,Phone Call: Landline,9043
53996758,06/06/2014,Dallas,TX,IRS,,,Phone Call: Mobile/Cell,9043
53996765,06/06/2014,Boyonnee,NJ,IRS,202,8641220,Phone Call: Mobile/Cell,9043
53996767,06/06/2014,Palm Coast,FL,IRS,,,Phone Call: Landline,9043
53996771,06/06/2014,Shakopee,MN,IRS,585,6331814,Phone Call: Landline,9043
53996836,06/06/2014,Parma,OH,INTERNAL REVENUE SERVICE,317,6411056,Phone Call: Landline,9043
53996844,06/06/2014,Torrance ,CA,Irs,,,,9043
53996874,06/06/2014,Seattle,WA,IRS,202,8641255,Phone Call: Landline,9043
53996893,06/06/2014,Santa Monica|Santa Monica,CA|CA,IRS Audit Department/Federal Grant Court/CA Police Department,919,2294173,Phone Call: Landline,9043
53996947,06/06/2014,Long Beach,CA,IRS,206,5694667,Phone Call: Landline,9043
53996952,06/06/2014,Washington,DC,IRS,,,Phone Call: Landline,9043
53996960,06/06/2014,Washington,DC,IRS,202,6008683,Phone Call: Landline,9043
53996963,06/06/2014,Brideport|Brideport,NY|NY,IRS,917,3003725,Phone,9043
53997023,06/06/2014,Dobbs Ferry,NY,supposedly the IRS,202,2411362,Phone Call: Mobile/Cell,9043
53997042,06/06/2014,Albuquerque,NM,Claimed to be the IRS,202,5069461,Phone Call: Landline,9043
53997064,06/06/2014,Burbank,CA,IRS,202,6097007,Phone Call: Landline,9043
53997095,06/06/2014,,NY,Internal Revenue Service,,,,9043
53997103,06/06/2014,Ashburn,VA,IRS,202,5068601,Phone Call: Landline,9043
53997127,06/06/2014,Springfield,VA,iRS,,,Phone Call: Landline,9043
53997130,06/06/2014,Marengo,IL,IRS,202,5068583,Phone Call: Landline,9043
53997192,06/06/2014,Columbia,SC,IRS,202,2414007,Phone,9043
53997198,06/06/2014,Lannon|,WI|,IRS,716,2427160,Phone Call: Landline,9043
53997224,06/06/2014,Reese,MI,IRS,415,2519738,Phone,9043
53997226,06/06/2014,,,IRS,202,2412158,Phone Call: Landline,9043
53997243,06/06/2014,,NY,IRS Tax Crime Investigation Unit,917,3003725,Phone Call: Landline,9043
53997244,06/06/2014,Seattle,WA,IRS,202,6512560,Phone Call: Landline,9043
53997267,06/06/2014,Tampa|Tampa,FL|FL,IRS,206,4364719,Phone Call: Mobile/Cell,9043
54001414,06/06/2014,Erie,PA,IRS,415,2519150,Phone,9043
54001422,06/06/2014,Mesa,AZ,IRS,202,2414007,Phone Call: Landline,9043
54001479,06/06/2014,Coral Springs,FL,IRS,202,3910976,Phone Call: Mobile/Cell,9043
54001489,06/06/2014,Levittown,PA,Internal Revenue Tax Crime Unit,800,9290975,Phone Call: Landline,9043
54001520,06/06/2014,Temple,TX,IRS,206,5694667,Phone,9043
54001531,06/06/2014,McCordsville,IN,IRS Audit Department,844,3325130,Phone,9043
54001555,06/06/2014,Pit,PA,IRS,202,5069319,Phone Call: Landline,9043
54001558,06/06/2014,Orem,UT,IRS,202,2414007,Phone,9043
54001570,06/06/2014,Las Vegas,NV,IRS,202,2415147,Phone Call: Landline,9043
54001589,06/06/2014,Pinebrook,NJ,IRS,202,2418339,Phone Call: Mobile/Cell,9043
54001598,06/06/2014,Jamaica Queens,NY,IRS,818,6279262,Phone Call: Mobile/Cell,9043
54001620,06/06/2014,Daly City,CA,IRS,,,Phone Call: Landline,9043
54001621,06/06/2014,Sunnyvale,CA,IRS,202,5068583,Phone Call: Landline,9043
54001712,06/06/2014,Eurley,ID,IRS,206,4140843,Phone Call: Mobile/Cell,9043
54001715,06/06/2014,Sioux Falls,SD,IRS,916,2227426,Phone Call: Landline,9043
54001764,06/06/2014,Scottsdale,AZ,IRS,866,2673298,Phone,9043
54001766,06/06/2014,Boonville,,IRS,,,Phone Call: Mobile/Cell,9043
54001779,06/06/2014,San Diego,CA,IRS Agent,202,7512560,Phone,9043
54001841,06/06/2014,Bedford|Bedford,TX|,IRS,202,2390605,Phone Call: Mobile/Cell,9043
54001854,06/06/2014,,NY,IRS department,206,4977867,Phone Call: Landline,9043
54001870,06/06/2014,Denver,CO,IRS,888,3702574,Phone,9043
54001893,06/06/2014,Daily City,CA,IRS,253,6173962,Phone Call: Landline,9043
54001907,06/06/2014,Fremont,CA,IRS,,,Phone Call: Landline,9043
54001914,06/06/2014,Hamilton,NJ,IRS,888,3709587,Phone Call: Landline,9043
54001925,06/06/2014,Torrance,CA,IRS,253,6173962,Phone Call: Landline,9043
54001974,06/06/2014,Glendora,CA,IRS,415,2511037,Phone Call: Landline,9043
54001982,06/06/2014,Quincy,WA,IRS,202,5068062,Phone Call: Mobile/Cell,9043
54002029,06/06/2014,San Francisco,CA,IRS,206,4975911,Phone Call: Landline,9043
54002033,06/06/2014,Missoula,MT,IRS,,,Phone Call: Landline,9043
54002070,06/06/2014,West Hills,CA,Pretended to be IRS,202,7512560,Phone Call: Landline,9043
54002085,06/06/2014,Red Lodge,MT,IRS,202,3809013,Phone Call: Mobile/Cell,9043
54002120,06/06/2014,Conroe,TX,IRS,202,2411375,Phone,9043
54002129,06/06/2014,Reno,NV,IRS,,,Phone Call: Landline,9043
54002144,06/06/2014,Takoma Park,MD,IRS,202,6008683,Phone Call: Mobile/Cell,9043
54002165,06/06/2014,,CA,Claiming to be IRS TIGTA,202,2392603,Phone Call: Landline,9043
54002195,06/06/2014,North Chesterfield,VA,IRS,585,6333780,Phone Call: Landline,9043
54002213,06/06/2014,Seattle,WA,IRS,888,2011689,Phone,9043
54002223,06/06/2014,Scottsdale|Scottsdale,AZ|AZ,IRS,866,2673298,Phone Call: Landline,9043
54002254,06/06/2014,Wauconda,IL,Crime Investigation Department of the IRS,202,2410730,Phone Call: Landline,9043
54002267,06/06/2014,,,Crime Division of Internal Revenue Service,202,2413634,Phone Call: Landline,9043
54002281,06/06/2014,Batavia,IL,IRS,917,3003102,Phone Call: Landline,9043
54002301,06/06/2014,Corbin ,KY,IRS scam,,,Phone Call: Mobile/Cell,9043
54002398,06/07/2014,Golden Valley,MN,IRS,888,3709587,Phone Call: Mobile/Cell,9043
54007555,06/06/2014,,IN,IRS,415,2511037,Phone Call: Landline,9043
54007592,06/06/2014,,,IRS,202,2411375,Phone Call: Landline,9043
54007611,06/06/2014,Oakland,CA,Internal Revenue Service,904,2903381,Phone Call: Landline,9043
54007613,06/06/2014,Greensburg,PA,IRS,516,5157671,Phone Call: Mobile/Cell,9043
54007616,06/06/2014,Sherwood Forest,CA,"""Internal Revenue Services""",206,4144646,,9043
54007666,06/06/2014,,CA,IRS TELEPHONE SCAM,415,2519738,,9043
54007673,06/06/2014,Rockville,MD,unknown  they claim to be with the IRS,415,2511037,Phone Call: Landline,9043
54007678,06/06/2014,Seattle,WA,IRS,,,Phone Call: Landline,9043
54007692,06/06/2014,Burlingame,CA,IRS Telephone Scam,202,2412357,,9043
54007711,06/06/2014,Liverpool,NY,IRS,202,8641257,Phone Call: Landline,9043
54007712,06/06/2014,Naperville,IL,IRS ,,,,9043
54007719,06/06/2014,Minneapolis,MN,IRS,,,Phone Call: Mobile/Cell,9043
54007726,06/06/2014,,MD,IRS,202,5069319,Phone Call: Landline,9043
54007741,06/07/2014,Clearwater,FL," ""IRS Telephone SCAM""",,,Phone Call: Landline,9043
54007745,06/07/2014,,CA,IRS -Imposter,,,Phone Call: Mobile/Cell,9043
54007753,06/07/2014,Chula Vista,CA,IRS Telephone Scam,,,Phone Call: Landline,9043
54007755,06/07/2014,San Diego,CA,Identified as IRS,877,3954886,Phone Call: Landline,9043
54007767,06/07/2014,Katonah,NY,IRS SCAM CALLS,,,,9043
54007777,06/07/2014,Washington,DC,claimed as IRS,202,5069364,Phone Call: Landline,9043
54007793,06/07/2014,Larchmont ,NY,IRS,,,,9043
54007809,06/07/2014,,VA,IRS,202,5068435,Phone Call: Landline,9043
54007832,06/07/2014,,,Crime Investigation Unit of the IRS,206,4144000,Phone Call: Landline,9043
54007845,06/07/2014,Thornville,OH,IRS,202,2414007,Phone Call: Mobile/Cell,9043
54007872,06/07/2014,Dudley,MA,Internal Revenue Service,415,2519150,Phone Call: Landline,9043
54007913,06/07/2014,Glendora,CA,IRS,202,5068435,Phone Call: Landline,9043
54007919,06/07/2014,Fairfax,VA,IRS,585,6331814,Phone Call: Landline,9043
54007949,06/07/2014,Guerneville,CA,IRS,917,3910680,Phone Call: Landline,9043
54007954,06/07/2014,Summerville,SC,IrS,202,2412158,Phone Call: Landline,9043
54008015,06/07/2014,Springfield,OR,(IRS Imposter),,,Phone Call: Mobile/Cell,9043
54008110,06/08/2014,Middleburg,VA,IRS,,,,9043
54008205,06/08/2014,Loxahatchee,FL,IRS,202,3910976,Phone Call: Landline,9043
54008214,06/08/2014,,,Claimed to be from the IRS,,,Phone Call: Landline,9043
54008225,06/08/2014,,,Stated they were from the IRS,,,Phone Call: Landline,9043
54008339,06/09/2014,,NJ,IRS - Imposter,415,2511037,Phone Call: Landline,9043
54008349,06/09/2014,Holley,NY,Internal Revenue Service,202,2414007,Phone,9043
54008376,06/09/2014,Coral Gables,FL,IRS,202,2392614,Phone Call: Landline,9043
54008393,06/09/2014,Boynton Beach,FL,IRS,202,5069457,Phone Call: Landline,9043
54008417,06/09/2014,,,IRS,202,5068599,Phone,9043
54008426,06/09/2014,Allen,TX,IRS,202,2392614,Phone Call: Landline,9043
54008508,06/09/2014,Warrienton,VA,IRS,202,5069364,Phone Call: Landline,9043
54008512,06/09/2014,Paradise Valley,AZ,IRS,202,5068501,Phone Call: Mobile/Cell,9043
54008543,06/09/2014,Rocky Point,NY,IRS,202,8641255,Phone Call: Landline,9043
54023516,06/07/2014,Imperial,MO,IRS,202,5069364,Phone Call: Landline,9043
54023545,06/07/2014,Chico,CA,Internal revenue service,,,Phone Call: Mobile/Cell,9043
54023549,06/07/2014,,VA,IRS,202,2418339,,9043
54023581,06/07/2014,Murray,UT,IRS,206,5694667,Phone Call: Mobile/Cell,9043
54023593,06/07/2014,Plainview,NY,IRS representative-Investigation dept. inaudible,800,2939691,Phone Call: Landline,9043
54023598,06/07/2014,Utica,OH,IRS,,,,9043
54023631,06/07/2014,Alpharetta,GA,IRS Telephone Scam,202,5068435,Phone Call: Landline,9043
54023632,06/07/2014,Trenton,NJ,IRS,202,2418934,Phone Call: Landline,9043
54023638,06/07/2014,,,Department of Treasury - IRS,888,8557249,Phone Call: Landline,9043
54023675,06/07/2014,Concord,NC,IRS,,,Phone Call: Landline,9043
54023688,06/07/2014,,,IRS,415,2514089,Phone Call: Landline,9043
54023691,06/07/2014,El Paso,TX,IRS,202,2414022,Phone Call: Landline,9043
54023715,06/08/2014,Phoenix,AZ,IRS,202,2411832,,9043
54023717,06/08/2014,Spotsylvania,VA,Stated IRS,,,Phone Call: Landline,9043
54023743,06/08/2014,Sterling,VA,Internal Revenue Service,,,Phone Call: Landline,9043
54023748,06/08/2014,Guthrie,OK,IRS,202,4701419,Phone Call: Landline,9043
54023876,06/08/2014,Centreville,VA,Internal Revenue Service Department,585,6331814,Phone Call: Landline,9043
54023940,06/09/2014,Marana,AZ,Officer of IRS,202,5068501,Phone Call: Landline,9043
54023981,06/09/2014,Cherry Hill,NJ,IRS,585,6331814,Phone Call: Landline,9043
54023983,06/09/2014,Binghamton,NY,Fake irs,202,2412158,Phone Call: Landline,9043
54023992,06/09/2014,Boca Raton,FL,IRS,202,2412158,Phone Call: Landline,9043
54024008,06/09/2014,Boynton Beach,FL,IRS,202,5069461,Phone Call: Landline,9043
54024017,06/09/2014,Austin,TX,IRS,202,8641255,Phone,9043
54024062,06/09/2014,Manahawken,NJ,IRS,800,9290975,Phone Call: Landline,9043
54024104,06/09/2014,Scotia,NY,IRS,585,6331814,Phone Call: Landline,9043
54024118,06/09/2014,Minddletown,CA,IRS,585,6333780,Phone,9043
54024132,06/09/2014,Rome,NY,IRS,202,2410779,Phone Call: Landline,9043
54024287,06/09/2014,,,Irs,,,Phone Call: Landline,9043
54024295,06/09/2014,Carnagie,PA,IRS,202,5069461,Phone Call: Landline,9043
54024305,06/09/2014,,NJ,IRS,202,8641041,Phone Call: Landline,9043
54024316,06/09/2014,Savanah,GA,IRS,202,5068026,Phone,9043
54024319,06/09/2014,Dayton,OH,IRS,415,2511037,Phone Call: Landline,9043
54024320,06/09/2014,Ashburn,VA,IRS,202,2412058,Phone Call: Landline,9043
54024327,06/09/2014,Brooklyn,NY,IRS,202,5068026,Phone Call: Mobile/Cell,9043
54024337,06/09/2014,Centreville,VA,IRS,202,5068602,Phone Call: Landline,9043
54024353,06/09/2014,,,IRS,,,Phone,9043
54024358,06/09/2014,Pittsburgh,PA,IRS,202,2413122,Phone Call: Landline,9043
54024387,06/09/2014,Overland Park,KS,IRS,206,4364856,Phone Call: Landline,9043
54024419,06/09/2014,Alexandria,VA,IRS,202,2412158,Phone Call: Landline,9043
54024428,06/09/2014,Bainbridge Island,WA,IRS,202,5068602,Phone Call: Landline,9043
54024447,06/09/2014,Tallahassee ,FL,IRS,,,Phone Call: Mobile/Cell,9043
54024453,06/09/2014,Terryville,CT,IRS,347,4165159,Phone Call: Landline,9043
54024461,06/09/2014,,,IRS TAX SCAM,202,8641728,Phone Call: Landline,9043
54031170,06/09/2014,East Windsor,NJ,IRS,,,Phone Call: Landline,9043
54031224,06/09/2014,Ponchatoula,LA,IRS ,,,Phone Call: Landline,9043
54031281,06/09/2014,Hicksville,NY,IRS Department Financial Investigation,347,3843175,Phone,9043
54031286,06/09/2014,Montclair,CA,IRS,571,2863105,Phone Call: Mobile/Cell,9043
54031292,06/09/2014,Alexandria,VA,Overseas IRS scam operation using magic jack,202,5068026,Phone Call: Landline,9043
54031345,06/09/2014,Brooklyn,NY,IRS,202,5068062,Phone Call: Mobile/Cell,9043
54031383,06/09/2014,Sacramento,CA,IRS,202,5068599,Phone Call: Landline,9043
54031428,06/09/2014,Rosamond,CA,IRS,949,2011228,Phone Call: Landline,9043
54031433,06/09/2014,Crofton,MD,IRS,800,9821278,Phone Call: Mobile/Cell,9043
54031437,06/09/2014,Irvine,CA,IRS,415,2513754,Phone Call: Landline,9043
54031454,06/09/2014,Chicago,IL,IRS Investigations,,,,9043
54031470,06/09/2014,San Francisco,CA,IRS,202,5069355,Phone Call: Landline,9043
54031516,06/09/2014,,CA,IRS,,,Phone Call: Landline,9043
54031529,06/09/2014,,,IRS,206,4364719,Phone Call: Landline,9043
54031543,06/09/2014,Rock Springs,WY,Internal Revenue Service,253,6173962,Phone Call: Landline,9043
54031558,06/09/2014,Ft Orange,FL,IRS,202,2392614,Phone Call: Landline,9043
54031586,06/09/2014,,MT,internal revenue service,202,6097007,Phone Call: Mobile/Cell,9043
54031624,06/09/2014,Liverpool,NY,IRS,585,6331814,Phone Call: Landline,9043
54031714,06/09/2014,Peoria,IL,Internal Revenue Service,585,6333780,Phone Call: Landline,9043
54031728,06/09/2014,Enfield,CT,IRS,310,7424154,Phone,9043
